method,damping,step,time,position_error,orientation_error,max_dq,condition_number,clipped
dls,0.01,876,1.752,0.010794,0.0152,0.0505519,19.1065,0
dls,0.01,877,1.754,0.0107939,0.0152023,0.0505901,19.1295,0
dls,0.01,878,1.756,0.0107938,0.0152046,0.0506282,19.1525,0
dls,0.01,879,1.758,0.0107937,0.0152068,0.0506662,19.1757,0
dls,0.01,880,1.76,0.0107936,0.0152091,0.0507042,19.1989,0
dls,0.01,881,1.762,0.0107935,0.0152114,0.0507421,19.2222,0
dls,0.01,882,1.764,0.0107934,0.0152137,0.05078,19.2455,0
dls,0.01,883,1.766,0.0107932,0.015216,0.0508179,19.269,0
dls,0.01,884,1.768,0.0107931,0.0152183,0.0508557,19.2925,0
dls,0.01,885,1.77,0.0107929,0.0152205,0.0508934,19.3161,0
dls,0.01,886,1.772,0.0107927,0.0152228,0.0509311,19.3398,0
dls,0.01,887,1.774,0.0107924,0.0152251,0.0509687,19.3635,0
dls,0.01,888,1.776,0.0107922,0.0152274,0.0510063,19.3874,0
dls,0.01,889,1.778,0.0107919,0.0152297,0.0510438,19.4113,0
dls,0.01,890,1.78,0.0107917,0.0152319,0.0510813,19.4353,0
dls,0.01,891,1.782,0.0107914,0.0152342,0.0511188,19.4594,0
dls,0.01,892,1.784,0.0107911,0.0152365,0.0511562,19.4836,0
dls,0.01,893,1.786,0.0107908,0.0152388,0.0511935,19.5079,0
dls,0.01,894,1.788,0.0107904,0.015241,0.0512308,19.5322,0
dls,0.01,895,1.79,0.0107901,0.0152433,0.051268,19.5566,0
dls,0.01,896,1.792,0.0107897,0.0152456,0.0513052,19.5811,0
dls,0.01,897,1.794,0.0107893,0.0152479,0.0513423,19.6057,0
dls,0.01,898,1.796,0.0107889,0.0152501,0.0513794,19.6304,0
dls,0.01,899,1.798,0.0107885,0.0152524,0.0514164,19.6552,0
dls,0.01,900,1.8,0.010788,0.0152547,0.0514534,19.68,0
dls,0.01,901,1.802,0.0107876,0.0152569,0.0514904,19.705,0
dls,0.01,902,1.804,0.0107871,0.0152592,0.0515272,19.73,0
dls,0.01,903,1.806,0.0107866,0.0152615,0.0515641,19.7551,0
dls,0.01,904,1.808,0.0107861,0.0152637,0.0516008,19.7803,0
dls,0.01,905,1.81,0.0107856,0.015266,0.0516376,19.8056,0
dls,0.01,906,1.812,0.010785,0.0152683,0.0516743,19.831,0
dls,0.01,907,1.814,0.0107845,0.0152705,0.0517109,19.8565,0
dls,0.01,908,1.816,0.0107839,0.0152728,0.0517475,19.882,0
dls,0.01,909,1.818,0.0107833,0.015275,0.051784,19.9077,0
dls,0.01,910,1.82,0.0107827,0.0152773,0.0518205,19.9334,0
dls,0.01,911,1.822,0.0107821,0.0152796,0.0518569,19.9592,0
dls,0.01,912,1.824,0.0107815,0.0152818,0.0518933,19.9851,0
dls,0.01,913,1.826,0.0107808,0.0152841,0.0519296,20.0112,0
dls,0.01,914,1.828,0.0107802,0.0152863,0.0519659,20.0373,0
dls,0.01,915,1.83,0.0107795,0.0152886,0.0520021,20.0634,0
dls,0.01,916,1.832,0.0107788,0.0152908,0.0520382,20.0897,0
dls,0.01,917,1.834,0.0107781,0.0152931,0.0520744,20.1161,0
dls,0.01,918,1.836,0.0107773,0.0152953,0.0521104,20.1426,0
dls,0.01,919,1.838,0.0107766,0.0152976,0.0521465,20.1691,0
dls,0.01,920,1.84,0.0107758,0.0152998,0.0521824,20.1958,0
dls,0.01,921,1.842,0.010775,0.0153021,0.0522183,20.2226,0
dls,0.01,922,1.844,0.0107742,0.0153043,0.0522542,20.2494,0
dls,0.01,923,1.846,0.0107734,0.0153065,0.05229,20.2764,0
dls,0.01,924,1.848,0.0107726,0.0153088,0.0523258,20.3034,0
dls,0.01,925,1.85,0.0107717,0.015311,0.0523615,20.3305,0
dls,0.01,926,1.852,0.0107709,0.0153133,0.0523972,20.3578,0
dls,0.01,927,1.854,0.01077,0.0153155,0.0524328,20.3851,0
dls,0.01,928,1.856,0.0107691,0.0153177,0.0524683,20.4125,0
dls,0.01,929,1.858,0.0107682,0.01532,0.0525038,20.4401,0
dls,0.01,930,1.86,0.0107673,0.0153222,0.0525393,20.4677,0
dls,0.01,931,1.862,0.0107663,0.0153244,0.0525747,20.4954,0
dls,0.01,932,1.864,0.0107654,0.0153267,0.05261,20.5233,0
dls,0.01,933,1.866,0.0107644,0.0153289,0.0526453,20.5512,0
dls,0.01,934,1.868,0.0107634,0.0153311,0.0526806,20.5792,0
dls,0.01,935,1.87,0.0107624,0.0153334,0.0527158,20.6073,0
dls,0.01,936,1.872,0.0107614,0.0153356,0.0527509,20.6356,0
dls,0.01,937,1.874,0.0107604,0.0153378,0.052786,20.6639,0
dls,0.01,938,1.876,0.0107593,0.01534,0.0528211,20.6924,0
dls,0.01,939,1.878,0.0107583,0.0153423,0.0528561,20.7209,0
dls,0.01,940,1.88,0.0107572,0.0153445,0.052891,20.7495,0
dls,0.01,941,1.882,0.0107561,0.0153467,0.0529259,20.7783,0
dls,0.01,942,1.884,0.010755,0.0153489,0.0529608,20.8071,0
dls,0.01,943,1.886,0.0107538,0.0153511,0.0529955,20.8361,0
dls,0.01,944,1.888,0.0107527,0.0153534,0.0530303,20.8652,0
dls,0.01,945,1.89,0.0107515,0.0153556,0.053065,20.8943,0
dls,0.01,946,1.892,0.0107504,0.0153578,0.0530996,20.9236,0
dls,0.01,947,1.894,0.0107492,0.01536,0.0531342,20.953,0
dls,0.01,948,1.896,0.010748,0.0153622,0.0531687,20.9825,0
dls,0.01,949,1.898,0.0107468,0.0153644,0.0532032,21.0121,0
dls,0.01,950,1.9,0.0107455,0.0153666,0.0532376,21.0418,0
dls,0.01,951,1.902,0.0107443,0.0153688,0.053272,21.0716,0
dls,0.01,952,1.904,0.010743,0.015371,0.0533063,21.1016,0
dls,0.01,953,1.906,0.0107417,0.0153732,0.0533406,21.1316,0
dls,0.01,954,1.908,0.0107405,0.0153754,0.0533748,21.1618,0
dls,0.01,955,1.91,0.0107391,0.0153776,0.053409,21.192,0
dls,0.01,956,1.912,0.0107378,0.0153798,0.0534431,21.2224,0
dls,0.01,957,1.914,0.0107365,0.015382,0.0534772,21.2529,0
dls,0.01,958,1.916,0.0107351,0.0153842,0.0535112,21.2835,0
dls,0.01,959,1.918,0.0107338,0.0153864,0.0535452,21.3142,0
dls,0.01,960,1.92,0.0107324,0.0153886,0.0535791,21.3451,0
dls,0.01,961,1.922,0.010731,0.0153908,0.053613,21.376,0
dls,0.01,962,1.924,0.0107296,0.015393,0.0536468,21.4071,0
dls,0.01,963,1.926,0.0107281,0.0153951,0.0536805,21.4383,0
dls,0.01,964,1.928,0.0107267,0.0153973,0.0537142,21.4696,0
dls,0.01,965,1.93,0.0107252,0.0153995,0.0537479,21.501,0
dls,0.01,966,1.932,0.0107238,0.0154017,0.0537815,21.5325,0
dls,0.01,967,1.934,0.0107223,0.0154039,0.053815,21.5642,0
dls,0.01,968,1.936,0.0107208,0.015406,0.0538485,21.5959,0
dls,0.01,969,1.938,0.0107193,0.0154082,0.053882,21.6278,0
dls,0.01,970,1.94,0.0107177,0.0154104,0.0539154,21.6598,0
dls,0.01,971,1.942,0.0107162,0.0154126,0.0539487,21.692,0
dls,0.01,972,1.944,0.0107146,0.0154147,0.053982,21.7242,0
dls,0.01,973,1.946,0.0107131,0.0154169,0.0540153,21.7566,0
dls,0.01,974,1.948,0.0107115,0.0154191,0.0540484,21.7891,0
dls,0.01,975,1.95,0.0107099,0.0154212,0.0540816,21.8217,0
dls,0.01,976,1.952,0.0107083,0.0154234,0.0541147,21.8545,0
dls,0.01,977,1.954,0.0107066,0.0154255,0.0541477,21.8873,0
dls,0.01,978,1.956,0.010705,0.0154277,0.0541807,21.9203,0
dls,0.01,979,1.958,0.0107033,0.0154299,0.0542136,21.9535,0
dls,0.01,980,1.96,0.0107017,0.015432,0.0542465,21.9867,0
dls,0.01,981,1.962,0.0107,0.0154342,0.0542793,22.0201,0
dls,0.01,982,1.964,0.0106983,0.0154363,0.0543121,22.0536,0
dls,0.01,983,1.966,0.0106965,0.0154385,0.0543448,22.0873,0
dls,0.01,984,1.968,0.0106948,0.0154406,0.0543775,22.121,0
dls,0.01,985,1.97,0.0106931,0.0154428,0.0544101,22.1549,0
dls,0.01,986,1.972,0.0106913,0.0154449,0.0544427,22.189,0
dls,0.01,987,1.974,0.0106896,0.015447,0.0544752,22.2231,0
dls,0.01,988,1.976,0.0106878,0.0154492,0.0545076,22.2574,0
dls,0.01,989,1.978,0.010686,0.0154513,0.0545401,22.2918,0
dls,0.01,990,1.98,0.0106842,0.0154534,0.0545724,22.3264,0
dls,0.01,991,1.982,0.0106823,0.0154556,0.0546047,22.3611,0
dls,0.01,992,1.984,0.0106805,0.0154577,0.054637,22.3959,0
dls,0.01,993,1.986,0.0106786,0.0154598,0.0546692,22.4309,0
dls,0.01,994,1.988,0.0106768,0.015462,0.0547013,22.466,0
dls,0.01,995,1.99,0.0106749,0.0154641,0.0547334,22.5013,0
dls,0.01,996,1.992,0.010673,0.0154662,0.0547655,22.5366,0
dls,0.01,997,1.994,0.0106711,0.0154683,0.0547975,22.5722,0
dls,0.01,998,1.996,0.0106692,0.0154704,0.0548294,22.6078,0
dls,0.01,999,1.998,0.0106672,0.0154726,0.0548613,22.6436,0
dls,0.01,1000,2.0,0.0106653,0.0154747,0.0548931,22.6796,0
dls,0.01,1001,2.002,0.0106633,0.0154768,0.0549249,22.7156,0
dls,0.01,1002,2.004,0.0106614,0.0154789,0.0549567,22.7519,0
dls,0.01,1003,2.006,0.0106594,0.015481,0.0549883,22.7882,0
dls,0.01,1004,2.008,0.0106574,0.0154831,0.05502,22.8248,0
dls,0.01,1005,2.01,0.0106554,0.0154852,0.0550515,22.8614,0
dls,0.01,1006,2.012,0.0106533,0.0154873,0.0550831,22.8982,0
dls,0.01,1007,2.014,0.0106513,0.0154894,0.0551145,22.9352,0
dls,0.01,1008,2.016,0.0106492,0.0154915,0.055146,22.9723,0
dls,0.01,1009,2.018,0.0106472,0.0154936,0.0551773,23.0095,0
dls,0.01,1010,2.02,0.0106451,0.0154957,0.0552086,23.0469,0
dls,0.01,1011,2.022,0.010643,0.0154978,0.0552399,23.0845,0
dls,0.01,1012,2.024,0.0106409,0.0154999,0.0552711,23.1222,0
dls,0.01,1013,2.026,0.0106388,0.015502,0.0553023,23.16,0
dls,0.01,1014,2.028,0.0106366,0.015504,0.0553334,23.1981,0
dls,0.01,1015,2.03,0.0106345,0.0155061,0.0553644,23.2362,0
dls,0.01,1016,2.032,0.0106324,0.0155082,0.0553955,23.2745,0
dls,0.01,1017,2.034,0.0106302,0.0155103,0.0554264,23.313,0
dls,0.01,1018,2.036,0.010628,0.0155124,0.0554573,23.3516,0
dls,0.01,1019,2.038,0.0106258,0.0155144,0.0554882,23.3904,0
dls,0.01,1020,2.04,0.0106236,0.0155165,0.0555189,23.4293,0
dls,0.01,1021,2.042,0.0106214,0.0155186,0.0555497,23.4684,0
dls,0.01,1022,2.044,0.0106192,0.0155206,0.0555804,23.5077,0
dls,0.01,1023,2.046,0.0106169,0.0155227,0.055611,23.5471,0
dls,0.01,1024,2.048,0.0106147,0.0155248,0.0556416,23.5867,0
dls,0.01,1025,2.05,0.0106124,0.0155268,0.0556721,23.6264,0
dls,0.01,1026,2.052,0.0106101,0.0155289,0.0557026,23.6664,0
dls,0.01,1027,2.054,0.0106078,0.0155309,0.0557331,23.7064,0
dls,0.01,1028,2.056,0.0106055,0.015533,0.0557634,23.7467,0
dls,0.01,1029,2.058,0.0106032,0.015535,0.0557938,23.7871,0
dls,0.01,1030,2.06,0.0106009,0.0155371,0.055824,23.8276,0
dls,0.01,1031,2.062,0.0105985,0.0155391,0.0558543,23.8684,0
dls,0.01,1032,2.064,0.0105962,0.0155411,0.0558844,23.9093,0
dls,0.01,1033,2.066,0.0105938,0.0155432,0.0559145,23.9504,0
dls,0.01,1034,2.068,0.0105914,0.0155452,0.0559446,23.9916,0
dls,0.01,1035,2.07,0.010589,0.0155473,0.0559746,24.033,0
dls,0.01,1036,2.072,0.0105866,0.0155493,0.0560046,24.0746,0
dls,0.01,1037,2.074,0.0105842,0.0155513,0.0560345,24.1164,0
dls,0.01,1038,2.076,0.0105818,0.0155533,0.0560643,24.1583,0
dls,0.01,1039,2.078,0.0105794,0.0155554,0.0560941,24.2005,0
dls,0.01,1040,2.08,0.0105769,0.0155574,0.0561239,24.2428,0
dls,0.01,1041,2.082,0.0105745,0.0155594,0.0561536,24.2852,0
dls,0.01,1042,2.084,0.010572,0.0155614,0.0561832,24.3279,0
dls,0.01,1043,2.086,0.0105695,0.0155634,0.0562128,24.3707,0
dls,0.01,1044,2.088,0.010567,0.0155654,0.0562424,24.4138,0
dls,0.01,1045,2.09,0.0105645,0.0155674,0.0562719,24.457,0
dls,0.01,1046,2.092,0.010562,0.0155695,0.0563013,24.5003,0
dls,0.01,1047,2.094,0.0105595,0.0155715,0.0563307,24.5439,0
dls,0.01,1048,2.096,0.0105569,0.0155735,0.05636,24.5877,0
dls,0.01,1049,2.098,0.0105544,0.0155755,0.0563893,24.6316,0
dls,0.01,1050,2.1,0.0105518,0.0155774,0.0564185,24.6757,0
dls,0.01,1051,2.102,0.0105492,0.0155794,0.0564477,24.7201,0
dls,0.01,1052,2.104,0.0105467,0.0155814,0.0564768,24.7646,0
dls,0.01,1053,2.106,0.0105441,0.0155834,0.0565059,24.8093,0
dls,0.01,1054,2.108,0.0105415,0.0155854,0.0565349,24.8542,0
dls,0.01,1055,2.11,0.0105388,0.0155874,0.0565639,24.8993,0
dls,0.01,1056,2.112,0.0105362,0.0155894,0.0565928,24.9445,0
dls,0.01,1057,2.114,0.0105336,0.0155913,0.0566217,24.99,0
dls,0.01,1058,2.116,0.0105309,0.0155933,0.0566505,25.0357,0
dls,0.01,1059,2.118,0.0105283,0.0155953,0.0566793,25.0816,0
dls,0.01,1060,2.12,0.0105256,0.0155972,0.056708,25.1277,0
dls,0.01,1061,2.122,0.0105229,0.0155992,0.0567366,25.1739,0
dls,0.01,1062,2.124,0.0105202,0.0156012,0.0567652,25.2204,0
dls,0.01,1063,2.126,0.0105175,0.0156031,0.0567938,25.2671,0
dls,0.01,1064,2.128,0.0105148,0.0156051,0.0568223,25.314,0
dls,0.01,1065,2.13,0.0105121,0.015607,0.0568507,25.3611,0
dls,0.01,1066,2.132,0.0105094,0.015609,0.0568791,25.4084,0
dls,0.01,1067,2.134,0.0105066,0.0156109,0.0569075,25.4559,0
dls,0.01,1068,2.136,0.0105039,0.0156129,0.0569358,25.5036,0
dls,0.01,1069,2.138,0.0105011,0.0156148,0.056964,25.5515,0
dls,0.01,1070,2.14,0.0104983,0.0156167,0.0569922,25.5997,0
dls,0.01,1071,2.142,0.0104955,0.0156187,0.0570203,25.6481,0
dls,0.01,1072,2.144,0.0104928,0.0156206,0.0570484,25.6966,0
dls,0.01,1073,2.146,0.0104899,0.0156225,0.0570764,25.7454,0
dls,0.01,1074,2.148,0.0104871,0.0156245,0.0571044,25.7944,0
dls,0.01,1075,2.15,0.0104843,0.0156264,0.0571324,25.8437,0
dls,0.01,1076,2.152,0.0104815,0.0156283,0.0571602,25.8931,0
dls,0.01,1077,2.154,0.0104786,0.0156302,0.0571881,25.9428,0
dls,0.01,1078,2.156,0.0104758,0.0156321,0.0572158,25.9927,0
dls,0.01,1079,2.158,0.0104729,0.0156341,0.0572435,26.0428,0
dls,0.01,1080,2.16,0.01047,0.015636,0.0572712,26.0932,0
dls,0.01,1081,2.162,0.0104672,0.0156379,0.0572988,26.1437,0
dls,0.01,1082,2.164,0.0104643,0.0156398,0.0573264,26.1945,0
dls,0.01,1083,2.166,0.0104614,0.0156417,0.0573539,26.2456,0
dls,0.01,1084,2.168,0.0104585,0.0156436,0.0573814,26.2969,0
dls,0.01,1085,2.17,0.0104555,0.0156455,0.0574088,26.3484,0
dls,0.01,1086,2.172,0.0104526,0.0156474,0.0574361,26.4001,0
dls,0.01,1087,2.174,0.0104497,0.0156492,0.0574634,26.4521,0
dls,0.01,1088,2.176,0.0104467,0.0156511,0.0574907,26.5043,0
dls,0.01,1089,2.178,0.0104438,0.015653,0.0575179,26.5568,0
dls,0.01,1090,2.18,0.0104408,0.0156549,0.057545,26.6095,0
dls,0.01,1091,2.182,0.0104378,0.0156568,0.0575721,26.6624,0
dls,0.01,1092,2.184,0.0104348,0.0156586,0.0575992,26.7156,0
dls,0.01,1093,2.186,0.0104318,0.0156605,0.0576262,26.769,0
dls,0.01,1094,2.188,0.0104288,0.0156624,0.0576531,26.8227,0
dls,0.01,1095,2.19,0.0104258,0.0156642,0.05768,26.8766,0
dls,0.01,1096,2.192,0.0104228,0.0156661,0.0577068,26.9308,0
dls,0.01,1097,2.194,0.0104198,0.0156679,0.0577336,26.9853,0
dls,0.01,1098,2.196,0.0104167,0.0156698,0.0577603,27.04,0
dls,0.01,1099,2.198,0.0104137,0.0156716,0.057787,27.0949,0
dls,0.01,1100,2.2,0.0104106,0.0156735,0.0578137,27.1501,0
dls,0.01,1101,2.202,0.0104076,0.0156753,0.0578402,27.2056,0
dls,0.01,1102,2.204,0.0104045,0.0156772,0.0578668,27.2613,0
dls,0.01,1103,2.206,0.0104014,0.015679,0.0578932,27.3173,0
dls,0.01,1104,2.208,0.0103983,0.0156808,0.0579197,27.3736,0
dls,0.01,1105,2.21,0.0103952,0.0156827,0.057946,27.4301,0
dls,0.01,1106,2.212,0.0103921,0.0156845,0.0579724,27.4869,0
dls,0.01,1107,2.214,0.010389,0.0156863,0.0579986,27.544,0
dls,0.01,1108,2.216,0.0103859,0.0156881,0.0580248,27.6013,0
dls,0.01,1109,2.218,0.0103828,0.0156899,0.058051,27.6589,0
dls,0.01,1110,2.22,0.0103796,0.0156918,0.0580771,27.7168,0
dls,0.01,1111,2.222,0.0103765,0.0156936,0.0581032,27.775,0
dls,0.01,1112,2.224,0.0103733,0.0156954,0.0581292,27.8334,0
dls,0.01,1113,2.226,0.0103702,0.0156972,0.0581552,27.8922,0
dls,0.01,1114,2.228,0.010367,0.015699,0.0581811,27.9512,0
dls,0.01,1115,2.23,0.0103638,0.0157008,0.0582069,28.0105,0
dls,0.01,1116,2.232,0.0103606,0.0157026,0.0582327,28.0701,0
dls,0.01,1117,2.234,0.0103574,0.0157044,0.0582585,28.13,0
dls,0.01,1118,2.236,0.0103542,0.0157061,0.0582842,28.1902,0
dls,0.01,1119,2.238,0.010351,0.0157079,0.0583098,28.2506,0
dls,0.01,1120,2.24,0.0103478,0.0157097,0.0583354,28.3114,0
dls,0.01,1121,2.242,0.0103446,0.0157115,0.058361,28.3725,0
dls,0.01,1122,2.244,0.0103414,0.0157133,0.0583865,28.4338,0
dls,0.01,1123,2.246,0.0103381,0.015715,0.0584119,28.4955,0
dls,0.01,1124,2.248,0.0103349,0.0157168,0.0584373,28.5575,0
dls,0.01,1125,2.25,0.0103316,0.0157185,0.0584626,28.6198,0
dls,0.01,1126,2.252,0.0103284,0.0157203,0.0584879,28.6823,0
dls,0.01,1127,2.254,0.0103251,0.0157221,0.0585132,28.7453,0
dls,0.01,1128,2.256,0.0103218,0.0157238,0.0585384,28.8085,0
dls,0.01,1129,2.258,0.0103186,0.0157256,0.0585635,28.872,0
dls,0.01,1130,2.26,0.0103153,0.0157273,0.0585886,28.9359,0
dls,0.01,1131,2.262,0.010312,0.015729,0.0586136,29.0,0
dls,0.01,1132,2.264,0.0103087,0.0157308,0.0586386,29.0645,0
dls,0.01,1133,2.266,0.0103054,0.0157325,0.0586635,29.1294,0
dls,0.01,1134,2.268,0.0103021,0.0157342,0.0586884,29.1945,0
dls,0.01,1135,2.27,0.0102987,0.015736,0.0587133,29.26,0
dls,0.01,1136,2.272,0.0102954,0.0157377,0.058738,29.3258,0
dls,0.01,1137,2.274,0.0102921,0.0157394,0.0587628,29.3919,0
dls,0.01,1138,2.276,0.0102887,0.0157411,0.0587874,29.4584,0
dls,0.01,1139,2.278,0.0102854,0.0157428,0.0588121,29.5253,0
dls,0.01,1140,2.28,0.010282,0.0157445,0.0588366,29.5924,0
dls,0.01,1141,2.282,0.0102787,0.0157462,0.0588612,29.6599,0
dls,0.01,1142,2.284,0.0102753,0.0157479,0.0588856,29.7278,0
dls,0.01,1143,2.286,0.0102719,0.0157496,0.0589101,29.796,0
dls,0.01,1144,2.288,0.0102686,0.0157513,0.0589344,29.8646,0
dls,0.01,1145,2.29,0.0102652,0.015753,0.0589587,29.9335,0
dls,0.01,1146,2.292,0.0102618,0.0157547,0.058983,30.0028,0
dls,0.01,1147,2.294,0.0102584,0.0157564,0.0590072,30.0724,0
dls,0.01,1148,2.296,0.010255,0.0157581,0.0590314,30.1424,0
dls,0.01,1149,2.298,0.0102516,0.0157597,0.0590555,30.2128,0
dls,0.01,1150,2.3,0.0102482,0.0157614,0.0590796,30.2835,0
dls,0.01,1151,2.302,0.0102448,0.0157631,0.0591036,30.3546,0
dls,0.01,1152,2.304,0.0102413,0.0157647,0.0591276,30.4261,0
dls,0.01,1153,2.306,0.0102379,0.0157664,0.0591515,30.498,0
dls,0.01,1154,2.308,0.0102345,0.015768,0.0591753,30.5702,0
dls,0.01,1155,2.31,0.010231,0.0157697,0.0591991,30.6429,0
dls,0.01,1156,2.312,0.0102276,0.0157713,0.0592229,30.7159,0
dls,0.01,1157,2.314,0.0102241,0.015773,0.0592466,30.7893,0
dls,0.01,1158,2.316,0.0102207,0.0157746,0.0592703,30.8631,0
dls,0.01,1159,2.318,0.0102172,0.0157763,0.0592939,30.9373,0
dls,0.01,1160,2.32,0.0102138,0.0157779,0.0593174,31.0119,0
dls,0.01,1161,2.322,0.0102103,0.0157795,0.059341,31.0869,0
dls,0.01,1162,2.324,0.0102068,0.0157811,0.0593644,31.1623,0
dls,0.01,1163,2.326,0.0102033,0.0157828,0.0593878,31.2381,0
dls,0.01,1164,2.328,0.0101999,0.0157844,0.0594112,31.3143,0
dls,0.01,1165,2.33,0.0101964,0.015786,0.0594345,31.3909,0
dls,0.01,1166,2.332,0.0101929,0.0157876,0.0594577,31.468,0
dls,0.01,1167,2.334,0.0101894,0.0157892,0.0594809,31.5454,0
dls,0.01,1168,2.336,0.0101859,0.0157908,0.0595041,31.6233,0
dls,0.01,1169,2.338,0.0101824,0.0157924,0.0595272,31.7017,0
dls,0.01,1170,2.34,0.0101789,0.015794,0.0595503,31.7804,0
dls,0.01,1171,2.342,0.0101753,0.0157956,0.0595733,31.8596,0
dls,0.01,1172,2.344,0.0101718,0.0157972,0.0595962,31.9392,0
dls,0.01,1173,2.346,0.0101683,0.0157987,0.0596191,32.0193,0
dls,0.01,1174,2.348,0.0101648,0.0158003,0.059642,32.0998,0
dls,0.01,1175,2.35,0.0101612,0.0158019,0.0596648,32.1808,0
dls,0.01,1176,2.352,0.0101577,0.0158035,0.0596875,32.2622,0
dls,0.01,1177,2.354,0.0101542,0.015805,0.0597102,32.3441,0
dls,0.01,1178,2.356,0.0101506,0.0158066,0.0597329,32.4264,0
dls,0.01,1179,2.358,0.0101471,0.0158081,0.0597555,32.5092,0
dls,0.01,1180,2.36,0.0101435,0.0158097,0.059778,32.5925,0
dls,0.01,1181,2.362,0.01014,0.0158112,0.0598005,32.6762,0
dls,0.01,1182,2.364,0.0101364,0.0158128,0.059823,32.7605,0
dls,0.01,1183,2.366,0.0101328,0.0158143,0.0598454,32.8452,0
dls,0.01,1184,2.368,0.0101293,0.0158158,0.0598677,32.9303,0
dls,0.01,1185,2.37,0.0101257,0.0158174,0.05989,33.016,0
dls,0.01,1186,2.372,0.0101221,0.0158189,0.0599123,33.1022,0
dls,0.01,1187,2.374,0.0101185,0.0158204,0.0599345,33.1888,0
dls,0.01,1188,2.376,0.010115,0.0158219,0.0599566,33.276,0
dls,0.01,1189,2.378,0.0101114,0.0158235,0.0599787,33.3636,0
dls,0.01,1190,2.38,0.0101078,0.015825,0.0600008,33.4518,0
dls,0.01,1191,2.382,0.0101042,0.0158265,0.0600228,33.5405,0
dls,0.01,1192,2.384,0.0101006,0.015828,0.0600447,33.6297,0
dls,0.01,1193,2.386,0.010097,0.0158295,0.0600666,33.7194,0
dls,0.01,1194,2.388,0.0100934,0.015831,0.0600885,33.8096,0
dls,0.01,1195,2.39,0.0100898,0.0158324,0.0601103,33.9004,0
dls,0.01,1196,2.392,0.0100862,0.0158339,0.060132,33.9917,0
dls,0.01,1197,2.394,0.0100826,0.0158354,0.0601537,34.0836,0
dls,0.01,1198,2.396,0.010079,0.0158369,0.0601754,34.176,0
dls,0.01,1199,2.398,0.0100754,0.0158384,0.060197,34.2689,0
dls,0.01,1200,2.4,0.0100718,0.0158398,0.0602185,34.3624,0
dls,0.01,1201,2.402,0.0100682,0.0158413,0.06024,34.4565,0
dls,0.01,1202,2.404,0.0100645,0.0158427,0.0602615,34.5511,0
dls,0.01,1203,2.406,0.0100609,0.0158442,0.0602829,34.6463,0
dls,0.01,1204,2.408,0.0100573,0.0158456,0.0603042,34.7421,0
dls,0.01,1205,2.41,0.0100537,0.0158471,0.0603255,34.8384,0
dls,0.01,1206,2.412,0.01005,0.0158485,0.0603468,34.9353,0
dls,0.01,1207,2.414,0.0100464,0.01585,0.060368,35.0329,0
dls,0.01,1208,2.416,0.0100428,0.0158514,0.0603891,35.131,0
dls,0.01,1209,2.418,0.0100392,0.0158528,0.0604102,35.2297,0
dls,0.01,1210,2.42,0.0100355,0.0158542,0.0604313,35.329,0
dls,0.01,1211,2.422,0.0100319,0.0158557,0.0604523,35.4289,0
dls,0.01,1212,2.424,0.0100282,0.0158571,0.0604732,35.5295,0
dls,0.01,1213,2.426,0.0100246,0.0158585,0.0604941,35.6306,0
dls,0.01,1214,2.428,0.010021,0.0158599,0.060515,35.7324,0
dls,0.01,1215,2.43,0.0100173,0.0158613,0.0605358,35.8349,0
dls,0.01,1216,2.432,0.0100137,0.0158627,0.0605565,35.9379,0
dls,0.01,1217,2.434,0.01001,0.0158641,0.0605772,36.0416,0
dls,0.01,1218,2.436,0.0100064,0.0158655,0.0605979,36.146,0
dls,0.01,1219,2.438,0.0100027,0.0158668,0.0606185,36.251,0
dls,0.01,1220,2.44,0.0099991,0.0158682,0.060639,36.3567,0
dls,0.01,1221,2.442,0.00999545,0.0158696,0.0606595,36.463,0
dls,0.01,1222,2.444,0.0099918,0.0158709,0.06068,36.5701,0
dls,0.01,1223,2.446,0.00998814,0.0158723,0.0607004,36.6778,0
dls,0.01,1224,2.448,0.00998449,0.0158737,0.0607208,36.7862,0
dls,0.01,1225,2.45,0.00998084,0.015875,0.0607411,36.8953,0
dls,0.01,1226,2.452,0.00997719,0.0158764,0.0607613,37.0051,0
dls,0.01,1227,2.454,0.00997353,0.0158777,0.0607815,37.1156,0
dls,0.01,1228,2.456,0.00996988,0.0158791,0.0608017,37.2268,0
dls,0.01,1229,2.458,0.00996622,0.0158804,0.0608218,37.3387,0
dls,0.01,1230,2.46,0.00996257,0.0158817,0.0608418,37.4514,0
dls,0.01,1231,2.462,0.00995891,0.015883,0.0608618,37.5648,0
dls,0.01,1232,2.464,0.00995526,0.0158844,0.0608818,37.6789,0
dls,0.01,1233,2.466,0.0099516,0.0158857,0.0609017,37.7938,0
dls,0.01,1234,2.468,0.00994795,0.015887,0.0609215,37.9095,0
dls,0.01,1235,2.47,0.00994429,0.0158883,0.0609413,38.0259,0
dls,0.01,1236,2.472,0.00994063,0.0158896,0.060961,38.143,0
dls,0.01,1237,2.474,0.00993698,0.0158909,0.0609807,38.261,0
dls,0.01,1238,2.476,0.00993332,0.0158922,0.0610004,38.3798,0
dls,0.01,1239,2.478,0.00992967,0.0158935,0.06102,38.4993,0
dls,0.01,1240,2.48,0.00992601,0.0158948,0.0610395,38.6196,0
